date,demand,price,promo,sentiment,lag_1,lag_7,lag_30,news
2013-02-19,395,45.65369434879514,0,0.0942798911378111,244.0,348.0,377.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-20,341,49.37907083375208,0,0.2342887232437043,395.0,445.0,291.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-21,402,48.62340035133672,0,0.061714936547094146,341.0,245.0,240.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-22,448,49.43985068918461,0,-0.12554921043508105,402.0,268.0,322.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-23,398,52.56842186986675,0,-0.07749118870238925,448.0,385.0,208.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-24,281,44.888799442828386,1,-0.4251056992283335,398.0,382.0,247.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-25,583,59.728918862877194,1,0.36646488151461143,281.0,244.0,138.0,strong increase in retail demand due to festive season and market growth
2013-02-26,448,56.1785115103214,0,-0.9711995470010164,583.0,395.0,381.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-27,346,54.36432739146142,1,0.7824487923086665,448.0,341.0,280.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-02-28,253,46.76960753585998,1,-0.6679318048525671,346.0,402.0,432.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-01,320,60.454183033614605,1,-0.18507896451321115,253.0,448.0,131.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-02,528,54.053084894982625,0,0.7618957322985986,320.0,398.0,351.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-03,685,45.84580648499117,0,0.3803492542907363,528.0,281.0,228.0,strong increase in retail demand due to festive season and market growth
2013-03-04,241,47.28838290518241,1,0.8233092938334559,685.0,583.0,529.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-05,493,59.12033410283826,0,-0.7580471575608656,241.0,448.0,361.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-06,432,45.60342865905847,0,0.4254090505100734,493.0,346.0,448.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-07,208,56.49442674835309,1,0.1799473748334659,432.0,253.0,370.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-08,522,51.70490410618088,0,-0.2836678753793582,208.0,320.0,288.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-09,366,35.33566395087253,0,0.9378918298548506,522.0,528.0,286.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-10,305,48.37000090877156,0,-0.8464631805857081,366.0,685.0,758.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-11,359,52.40447608643458,1,0.331332120013325,305.0,241.0,458.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-12,322,48.96600039238371,1,-0.23853475658719647,359.0,493.0,336.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-13,517,48.95417692424009,1,0.14632323201411723,322.0,432.0,441.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-14,249,50.603828774603215,0,0.20540631104130136,517.0,208.0,348.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-15,359,42.018751756645344,1,0.9724822171796932,249.0,522.0,445.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-16,465,50.84806313341157,1,0.3095737261726572,359.0,366.0,245.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-17,796,62.72809540717798,1,0.6256511833423402,465.0,305.0,268.0,strong increase in retail demand due to festive season and market growth
2013-03-18,449,54.70550045153146,0,-0.764172944882272,796.0,359.0,385.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-19,382,54.82706287297201,1,0.37587424682588777,449.0,322.0,382.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-20,528,48.8510960033641,1,0.155677031814637,382.0,517.0,244.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-21,447,57.729077099270015,0,-0.5220649993829201,528.0,249.0,395.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-22,535,52.3802368666261,0,-0.4594526217966062,447.0,359.0,341.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-23,654,47.829883717155944,1,0.9905647305220819,535.0,465.0,402.0,strong increase in retail demand due to festive season and market growth
2013-03-24,943,45.32472104015381,0,0.47761323069300077,654.0,796.0,448.0,strong increase in retail demand due to festive season and market growth
2013-03-25,419,51.560502016920914,1,0.5934106700821833,943.0,449.0,398.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-26,409,55.67910383823755,0,0.6194252168767675,419.0,382.0,281.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-27,362,42.25337175480342,0,-0.8613298536079925,409.0,528.0,583.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-28,407,44.3253326535976,1,-0.5878622454826445,362.0,447.0,448.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-29,606,46.24946908807853,0,-0.8617076352548367,407.0,535.0,346.0,strong increase in retail demand due to festive season and market growth
2013-03-30,534,49.60337159890896,1,-0.4062844577771165,606.0,654.0,253.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-03-31,353,37.948675728185975,0,0.5163117280860674,534.0,943.0,320.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-01,429,49.813507907326,0,0.6732349115224017,353.0,419.0,528.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-02,470,46.90872945295543,0,-0.2002046990605142,429.0,409.0,685.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-03,453,51.096828474976626,0,-0.8494600602172397,470.0,362.0,241.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-04,303,59.2245480617747,1,0.9292246324520452,453.0,407.0,493.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-05,460,51.32515044299953,0,0.7222418065823144,303.0,606.0,432.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-06,1014,39.55983133281791,0,-0.4099592170365174,460.0,534.0,208.0,strong increase in retail demand due to festive season and market growth
2013-04-07,743,53.67427449635934,1,0.15962958180745224,1014.0,353.0,522.0,strong increase in retail demand due to festive season and market growth
2013-04-08,357,53.1592427529427,0,-0.6610948266662893,743.0,429.0,366.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-09,552,49.96708334392261,0,-0.16557040779408982,357.0,470.0,305.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-10,420,49.787839559737165,0,0.26205880693396844,552.0,453.0,359.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-11,680,52.31540718687031,1,0.9786764425995989,420.0,303.0,322.0,strong increase in retail demand due to festive season and market growth
2013-04-12,782,50.330381152521234,1,0.022401506132184723,680.0,460.0,517.0,strong increase in retail demand due to festive season and market growth
2013-04-13,645,46.072538545834995,0,-0.8335068758494768,782.0,1014.0,249.0,strong increase in retail demand due to festive season and market growth
2013-04-14,715,62.535637856246424,1,0.5580931642605358,645.0,743.0,359.0,strong increase in retail demand due to festive season and market growth
2013-04-15,250,54.24512215812131,1,0.5305918335881066,715.0,357.0,465.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-16,411,51.3081589487922,1,0.6079733800324554,250.0,552.0,796.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-17,474,51.32001911369774,0,-0.15489247963124986,411.0,420.0,449.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-18,448,53.052646041488124,0,0.06978633070440221,474.0,680.0,382.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-19,335,43.37398618531127,1,-0.7908933002625849,448.0,782.0,528.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-20,525,52.298401889404055,0,0.3949062878823171,335.0,645.0,447.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-21,620,53.389367191293935,0,-0.5253737600547832,525.0,715.0,535.0,strong increase in retail demand due to festive season and market growth
2013-04-22,343,56.6050346577436,0,0.1834972783284059,620.0,250.0,654.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-23,282,42.65788557223243,1,-0.8924790360088433,343.0,411.0,943.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-24,308,52.19617373161144,0,-0.17920213684201425,282.0,474.0,419.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-25,368,52.078338118518246,1,-0.23798926031092127,308.0,448.0,409.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-26,362,64.01294051602102,1,-0.9456030321522446,368.0,335.0,362.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-27,533,51.68789517637702,1,0.21491243629089718,362.0,525.0,407.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-28,217,49.33725303428571,0,0.194373136827094,533.0,620.0,606.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-29,287,51.961886574243984,0,-0.9449853825153307,217.0,343.0,534.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-04-30,435,48.34879935247415,1,-0.8344363900615199,287.0,282.0,353.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-01,342,42.261835560241614,1,0.05562351601200377,435.0,308.0,429.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-02,382,48.77777114883517,1,0.8222757339269642,342.0,368.0,470.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-03,698,52.02482548293167,0,0.9705609095064325,382.0,362.0,453.0,strong increase in retail demand due to festive season and market growth
2013-05-04,781,46.25506849937153,0,0.9817101245997695,698.0,533.0,303.0,strong increase in retail demand due to festive season and market growth
2013-05-05,352,50.97256196782777,0,-0.39402777748704554,781.0,217.0,460.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-06,460,44.89255925697384,1,0.39857641226332463,352.0,287.0,1014.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-07,797,52.24315266295026,0,-0.15940918354307132,460.0,435.0,743.0,strong increase in retail demand due to festive season and market growth
2013-05-08,335,51.025602629823986,0,-0.7309476585109385,797.0,342.0,357.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-09,322,52.58452956689162,1,-0.20194327757447494,335.0,382.0,552.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-10,565,58.81629191025918,0,-0.7902267800273846,322.0,698.0,420.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-11,581,49.53251212516475,0,0.7859976013637398,565.0,781.0,680.0,strong increase in retail demand due to festive season and market growth
2013-05-12,758,52.75196437386447,0,0.6614692022352422,581.0,352.0,782.0,strong increase in retail demand due to festive season and market growth
2013-05-13,336,53.36108414595817,1,-0.9609987983359629,758.0,460.0,645.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-14,559,45.13592723573234,0,0.3832624080643412,336.0,797.0,715.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-15,791,50.24680233468089,0,0.9632035956429739,559.0,335.0,250.0,strong increase in retail demand due to festive season and market growth
2013-05-16,491,42.654226629790735,0,0.29424884325672895,791.0,322.0,411.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-17,528,50.414157050021345,0,0.013221907247951581,491.0,565.0,474.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-18,197,41.01169388222739,1,0.7485232086286611,528.0,581.0,448.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-19,443,45.759696158457444,0,-0.017534816973908907,197.0,758.0,335.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-20,287,59.01671482509109,0,-0.2307058986186421,443.0,336.0,525.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-21,570,54.12206489147549,0,-0.7948664139725352,287.0,559.0,620.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-22,384,48.722994916721504,0,-0.9490678693208034,570.0,791.0,343.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-23,628,50.57449116043396,1,-0.2703794048964909,384.0,491.0,282.0,strong increase in retail demand due to festive season and market growth
2013-05-24,951,54.59820242525222,0,0.7876380664795075,628.0,528.0,308.0,strong increase in retail demand due to festive season and market growth
2013-05-25,593,58.092908079295995,0,-0.6765236293967245,951.0,197.0,368.0,strong increase in retail demand due to festive season and market growth
2013-05-26,371,55.323431888409274,0,0.878867896857187,593.0,443.0,362.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-27,408,56.907755418800946,1,0.7471942211873215,371.0,287.0,533.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-28,587,43.314922846527814,0,0.9360058150725838,408.0,570.0,217.0,strong increase in retail demand due to festive season and market growth
2013-05-29,447,52.76744323810038,1,0.8998714200625699,587.0,384.0,287.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-30,408,48.9132720873156,0,-0.19892404766052518,447.0,628.0,435.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-05-31,611,51.19751144203983,1,-0.038627713627769955,408.0,951.0,342.0,strong increase in retail demand due to festive season and market growth
2013-06-01,475,57.534551844964696,0,-0.6589722756042835,611.0,593.0,382.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-02,717,43.186329073657156,1,-0.6051476030064389,475.0,371.0,698.0,strong increase in retail demand due to festive season and market growth
2013-06-03,244,43.11999744641351,1,-0.016074947143496,717.0,408.0,781.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-04,721,39.86538621738252,0,0.37721564035794497,244.0,587.0,352.0,strong increase in retail demand due to festive season and market growth
2013-06-05,830,53.03589539734601,1,0.608471402357621,721.0,447.0,460.0,strong increase in retail demand due to festive season and market growth
2013-06-06,599,43.5410697253993,0,0.037388150395685216,830.0,408.0,797.0,strong increase in retail demand due to festive season and market growth
2013-06-07,663,51.044435272243014,1,0.05525988505842738,599.0,611.0,335.0,strong increase in retail demand due to festive season and market growth
2013-06-08,695,44.02398784729924,0,0.9771989213371115,663.0,475.0,322.0,strong increase in retail demand due to festive season and market growth
2013-06-09,427,52.47678979885715,1,0.5303553925932263,695.0,717.0,565.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-10,289,48.07341918806488,1,0.9413051988703676,427.0,244.0,581.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-11,576,42.92088499568778,1,0.10782536600235137,289.0,721.0,758.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-12,656,47.99994345511739,0,0.18705307564520113,576.0,830.0,336.0,strong increase in retail demand due to festive season and market growth
2013-06-13,449,45.8373781096606,0,-0.9378597625432503,656.0,599.0,559.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-14,295,52.78725549308815,0,0.5029189360360946,449.0,663.0,791.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-15,543,45.081522534026384,1,-0.0036235756587337242,295.0,695.0,491.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-16,640,56.97017113444221,0,-0.8722494653619015,543.0,427.0,528.0,strong increase in retail demand due to festive season and market growth
2013-06-17,358,46.894525146917644,1,-0.39251146172033446,640.0,289.0,197.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-18,244,49.17372546402741,0,0.052179130844397736,358.0,576.0,443.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-19,499,56.91492560714373,1,0.5270346666874217,244.0,656.0,287.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-20,563,45.72016155165435,0,-0.14585133180789245,499.0,449.0,570.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-21,556,39.65094056158828,0,0.31551849744515614,563.0,295.0,384.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-22,605,57.85453204681461,0,-0.26343591960565926,556.0,543.0,628.0,strong increase in retail demand due to festive season and market growth
2013-06-23,1085,44.015919504243904,0,0.7656585483651575,605.0,640.0,951.0,strong increase in retail demand due to festive season and market growth
2013-06-24,646,55.654268413632664,0,0.019471556215840513,1085.0,358.0,593.0,strong increase in retail demand due to festive season and market growth
2013-06-25,449,53.38015353200789,1,0.9370718793381165,646.0,244.0,371.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-26,379,56.70624702560633,1,-0.35700216784654115,449.0,499.0,408.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-27,513,39.152500416591174,1,0.2210921361110063,379.0,563.0,587.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-28,541,53.07491284194032,0,0.8298569477791231,513.0,556.0,447.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-29,552,50.224896951434744,0,-0.9935933480764831,541.0,605.0,408.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-06-30,378,60.35227961140299,1,0.10418409097246473,552.0,1085.0,611.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-01,499,55.73700401152258,1,-0.6051056043703138,378.0,646.0,475.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-02,944,42.36315606785429,1,-0.7208329162439602,499.0,449.0,717.0,strong increase in retail demand due to festive season and market growth
2013-07-03,534,41.99844439871815,0,-0.27589233557116755,944.0,379.0,244.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-04,521,45.06603138427955,1,0.9517156022580477,534.0,513.0,721.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-05,596,56.64820352995545,1,-0.13975174159719028,521.0,541.0,830.0,strong increase in retail demand due to festive season and market growth
2013-07-06,733,46.81628888505421,1,-0.09506658319053285,596.0,552.0,599.0,strong increase in retail demand due to festive season and market growth
2013-07-07,717,53.2029336527438,0,-0.8029900152168563,733.0,378.0,663.0,strong increase in retail demand due to festive season and market growth
2013-07-08,636,42.43192093157632,1,-0.10425133074292536,717.0,499.0,695.0,strong increase in retail demand due to festive season and market growth
2013-07-09,528,46.653980178349144,0,-0.7462735606669215,636.0,944.0,427.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-10,433,57.38867749265189,1,-0.7869071083090935,528.0,534.0,289.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-11,401,46.69547199471958,0,-0.7240143592309107,433.0,521.0,576.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-12,343,39.72533677058719,1,0.22534249349976898,401.0,596.0,656.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-13,581,52.5635255576876,0,-0.6974303896221123,343.0,733.0,449.0,strong increase in retail demand due to festive season and market growth
2013-07-14,542,55.90458172537164,1,0.04995377540356771,581.0,717.0,295.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-15,342,53.855256155707295,1,-0.9925378440073938,542.0,636.0,543.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-16,607,43.47208251800999,0,-0.3474161580189703,342.0,528.0,640.0,strong increase in retail demand due to festive season and market growth
2013-07-17,719,50.14754253549853,0,0.7486248977872321,607.0,433.0,358.0,strong increase in retail demand due to festive season and market growth
2013-07-18,643,51.78157295217638,1,0.22119801925883098,719.0,401.0,244.0,strong increase in retail demand due to festive season and market growth
2013-07-19,860,43.722218336899296,0,0.7057612640272255,643.0,343.0,499.0,strong increase in retail demand due to festive season and market growth
2013-07-20,602,45.76818435967904,0,0.05542793446267136,860.0,581.0,563.0,strong increase in retail demand due to festive season and market growth
2013-07-21,1108,53.460199202878215,1,-0.3669440200862768,602.0,542.0,556.0,strong increase in retail demand due to festive season and market growth
2013-07-22,388,49.78300099304155,1,-0.1777434060161862,1108.0,342.0,605.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-23,753,53.5133904158117,1,0.49801138973026315,388.0,607.0,1085.0,strong increase in retail demand due to festive season and market growth
2013-07-24,962,47.953168856457644,0,0.6984364054160226,753.0,719.0,646.0,strong increase in retail demand due to festive season and market growth
2013-07-25,814,54.274915503673455,0,0.17799987109840232,962.0,643.0,449.0,strong increase in retail demand due to festive season and market growth
2013-07-26,464,52.264969034050935,0,0.5362953865434099,814.0,860.0,379.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-27,954,52.110531825159,1,0.31905487531555066,464.0,602.0,513.0,strong increase in retail demand due to festive season and market growth
2013-07-28,557,48.84321304374155,1,-0.014453908314467245,954.0,1108.0,541.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-29,326,54.668102504554284,1,0.555623578793887,557.0,388.0,552.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-30,502,43.59620814319262,0,-0.42945158705244313,326.0,753.0,378.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-07-31,970,56.23962292380037,0,-0.930547069467399,502.0,962.0,499.0,strong increase in retail demand due to festive season and market growth
2013-08-01,336,55.923447024309944,0,0.15717753460871475,970.0,814.0,944.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-02,404,44.17104936727034,0,0.3798672810299044,336.0,464.0,534.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-03,455,50.79470870113086,0,0.7018098741518133,404.0,954.0,521.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-04,756,56.193124843111704,1,0.3339925670449786,455.0,557.0,596.0,strong increase in retail demand due to festive season and market growth
2013-08-05,528,52.05645827029381,1,-0.6139647866221141,756.0,326.0,733.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-06,515,55.86647244906163,1,0.9512860108283758,528.0,502.0,717.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-07,404,51.66377107075301,1,-0.9836704696360972,515.0,970.0,636.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-08,514,50.86807459243757,1,-0.09704933337464006,404.0,336.0,528.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-09,528,51.60710056774996,1,-0.0883014098650785,514.0,404.0,433.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-10,557,50.683011796022086,1,0.13832549684382944,528.0,455.0,401.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-11,339,44.66646884010537,0,0.7223046740659109,557.0,756.0,343.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-12,332,48.217061023584584,1,0.9598288416340153,339.0,528.0,581.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-13,406,47.09149997231183,0,-0.4678020039130306,332.0,515.0,542.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-14,265,44.61832585198461,0,-0.4533551802893112,406.0,404.0,342.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-15,290,45.97140598440833,1,-0.1959885736872422,265.0,514.0,607.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-16,730,57.03908403496334,0,-0.8722324111552904,290.0,528.0,719.0,strong increase in retail demand due to festive season and market growth
2013-08-17,542,47.82893556988558,0,-0.6898108970362202,730.0,557.0,643.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-18,463,45.35955652926544,1,0.3983595082687472,542.0,339.0,860.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-19,289,53.406906564919396,1,-0.19901563984934767,463.0,332.0,602.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-20,622,59.432630680248664,0,0.792316187036427,289.0,406.0,1108.0,strong increase in retail demand due to festive season and market growth
2013-08-21,632,54.43091816292598,0,-0.7727050527841752,622.0,265.0,388.0,strong increase in retail demand due to festive season and market growth
2013-08-22,307,50.53506959280111,1,0.9625666340014272,632.0,290.0,753.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-23,442,52.00168494663967,1,0.3470258832473201,307.0,730.0,962.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-24,480,57.56167043063026,1,0.455563714106878,442.0,542.0,814.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-25,645,57.556715895214445,1,0.5834079661896505,480.0,463.0,464.0,strong increase in retail demand due to festive season and market growth
2013-08-26,336,52.31342483668073,1,0.28927159683303394,645.0,289.0,954.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-27,622,40.346198686406495,1,-0.49725401777610667,336.0,622.0,557.0,strong increase in retail demand due to festive season and market growth
2013-08-28,430,47.665248883494755,1,0.6538077979458816,622.0,632.0,326.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-29,625,53.840071209600374,0,0.295632265783742,430.0,307.0,502.0,strong increase in retail demand due to festive season and market growth
2013-08-30,249,54.03476427940323,0,0.7787662275368405,625.0,442.0,970.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-08-31,626,43.99676968608131,0,0.03188267206232598,249.0,480.0,336.0,strong increase in retail demand due to festive season and market growth
2013-09-01,317,53.203786632194074,1,-0.2502092887240337,626.0,645.0,404.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-09-02,503,55.36427297733485,0,-0.296389292043884,317.0,336.0,455.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-09-03,658,51.737428239726505,0,0.8701075070720583,503.0,622.0,756.0,strong increase in retail demand due to festive season and market growth
2013-09-04,579,57.003274481329676,1,0.7441489098781471,658.0,430.0,528.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-09-05,554,48.55641913378389,0,0.42677911001027913,579.0,625.0,515.0,decline in retail demand due to economic slowdown and weak consumer activity
2013-09-06,836,46.56987894301637,1,0.6485119651203295,554.0,249.0,404.0,strong increase in retail demand due to festive season and market growth
2013-09-07,841,46.356080846776294,1,0.4017750782102054,836.0,626.0,514.0,strong increase in retail demand due to festive season and market growth
2013-09-08,355,51.231659959103034,1,-0.928406074262097,841.0,317.0,528.0,decline in retail demand due to economic slowdown and weak consumer activity
